Day,	Outlook,	Temperature,	Humidity,	Wind
D5725,	Sunny,	Hot,	Normal,	Weak
D5726,	Sunny,	Cool,	High,	Weak
D5727,	Overcast,	Hot,	High,	Weak
D5728,	Overcast,	Hot,	High,	Weak
D5729,	Overcast,	Hot,	Normal,	Strong
D5730,	Rain,	Cool,	High,	Weak
D5731,	Overcast,	Mild,	High,	Strong
D5732,	Overcast,	Mild,	High,	Strong
D5733,	Overcast,	Hot,	Normal,	Strong
D5734,	Overcast,	Cool,	Normal,	Strong
D5735,	Sunny,	Cool,	High,	Weak
D5736,	Sunny,	Hot,	High,	Weak
D5737,	Rain,	Cool,	Normal,	Weak
D5738,	Sunny,	Mild,	High,	Weak
D5739,	Rain,	Cool,	Normal,	Weak
D5740,	Sunny,	Cool,	Normal,	Strong
D5741,	Rain,	Cool,	Normal,	Weak
D5742,	Rain,	Mild,	High,	Weak
D5743,	Rain,	Mild,	High,	Strong
D5744,	Rain,	Hot,	High,	Strong
D5745,	Rain,	Cool,	Normal,	Strong
D5746,	Overcast,	Hot,	High,	Weak
D5747,	Overcast,	Hot,	High,	Weak
D5748,	Sunny,	Hot,	Normal,	Strong
D5749,	Overcast,	Hot,	High,	Weak
D5750,	Sunny,	Cool,	Normal,	Weak
D5751,	Rain,	Hot,	High,	Weak
D5752,	Overcast,	Mild,	High,	Weak
D5753,	Overcast,	Mild,	High,	Strong
D5754,	Sunny,	Mild,	High,	Strong
D5755,	Sunny,	Mild,	High,	Weak
D5756,	Overcast,	Mild,	Normal,	Weak
D5757,	Rain,	Hot,	High,	Weak
D5758,	Overcast,	Mild,	Normal,	Strong
D5759,	Overcast,	Mild,	Normal,	Strong
D5760,	Sunny,	Cool,	High,	Strong
D5761,	Sunny,	Mild,	High,	Strong
D5762,	Overcast,	Hot,	High,	Weak
D5763,	Overcast,	Mild,	Normal,	Weak
D5764,	Overcast,	Hot,	Normal,	Strong
D5765,	Sunny,	Cool,	Normal,	Weak
D5766,	Sunny,	Hot,	High,	Strong
D5767,	Rain,	Hot,	High,	Weak
D5768,	Sunny,	Mild,	Normal,	Weak
D5769,	Rain,	Cool,	High,	Weak
D5770,	Rain,	Cool,	High,	Weak
D5771,	Overcast,	Hot,	Normal,	Weak
D5772,	Overcast,	Mild,	High,	Strong
D5773,	Rain,	Mild,	Normal,	Strong
D5774,	Overcast,	Hot,	Normal,	Strong
D5775,	Sunny,	Hot,	High,	Weak
D5776,	Rain,	Hot,	High,	Strong
D5777,	Overcast,	Mild,	High,	Weak
D5778,	Overcast,	Cool,	High,	Weak
D5779,	Overcast,	Hot,	Normal,	Weak
D5780,	Sunny,	Mild,	High,	Strong
D5781,	Sunny,	Mild,	Normal,	Strong
D5782,	Sunny,	Hot,	High,	Strong
D5783,	Overcast,	Cool,	Normal,	Strong
D5784,	Rain,	Mild,	High,	Strong
D5785,	Sunny,	Mild,	Normal,	Strong
D5786,	Sunny,	Hot,	Normal,	Weak
D5787,	Overcast,	Mild,	High,	Strong
D5788,	Rain,	Hot,	Normal,	Weak
D5789,	Rain,	Hot,	Normal,	Weak
D5790,	Overcast,	Hot,	High,	Weak
D5791,	Overcast,	Hot,	High,	Strong
D5792,	Overcast,	Hot,	High,	Strong
D5793,	Rain,	Mild,	Normal,	Strong
D5794,	Rain,	Mild,	Normal,	Strong
D5795,	Sunny,	Hot,	Normal,	Weak
D5796,	Rain,	Mild,	High,	Weak
D5797,	Rain,	Hot,	Normal,	Weak
D5798,	Sunny,	Hot,	Normal,	Weak
D5799,	Sunny,	Cool,	High,	Strong
D5800,	Sunny,	Hot,	High,	Weak
D5801,	Rain,	Cool,	Normal,	Strong
D5802,	Overcast,	Mild,	High,	Strong
D5803,	Rain,	Cool,	High,	Weak
D5804,	Rain,	Hot,	High,	Weak
D5805,	Overcast,	Hot,	High,	Strong
D5806,	Overcast,	Mild,	Normal,	Strong
D5807,	Sunny,	Mild,	Normal,	Strong
D5808,	Overcast,	Hot,	High,	Weak
D5809,	Overcast,	Hot,	Normal,	Weak
D5810,	Overcast,	Cool,	Normal,	Strong
D5811,	Overcast,	Cool,	Normal,	Weak
D5812,	Overcast,	Mild,	High,	Weak
D5813,	Sunny,	Mild,	High,	Weak
D5814,	Overcast,	Cool,	Normal,	Weak
D5815,	Overcast,	Mild,	Normal,	Strong
D5816,	Rain,	Mild,	High,	Weak
D5817,	Overcast,	Mild,	High,	Weak
D5818,	Sunny,	Cool,	High,	Strong
D5819,	Overcast,	Cool,	Normal,	Strong
D5820,	Rain,	Hot,	Normal,	Strong
D5821,	Sunny,	Cool,	High,	Weak
D5822,	Rain,	Hot,	Normal,	Strong
D5823,	Rain,	Hot,	Normal,	Strong
D5824,	Sunny,	Mild,	Normal,	Weak
D5825,	Sunny,	Hot,	High,	Strong
D5826,	Rain,	Hot,	Normal,	Weak
D5827,	Sunny,	Cool,	Normal,	Weak
D5828,	Sunny,	Cool,	High,	Strong
D5829,	Sunny,	Hot,	Normal,	Strong
D5830,	Overcast,	Hot,	High,	Strong
D5831,	Overcast,	Mild,	Normal,	Weak
D5832,	Sunny,	Mild,	High,	Weak
D5833,	Rain,	Hot,	Normal,	Strong
D5834,	Rain,	Cool,	Normal,	Weak
D5835,	Overcast,	Cool,	High,	Strong
D5836,	Sunny,	Hot,	Normal,	Strong
D5837,	Overcast,	Mild,	High,	Weak
D5838,	Overcast,	Cool,	High,	Strong
D5839,	Rain,	Hot,	Normal,	Strong
D5840,	Rain,	Hot,	Normal,	Weak
D5841,	Sunny,	Mild,	Normal,	Weak
D5842,	Rain,	Mild,	High,	Strong
D5843,	Overcast,	Mild,	Normal,	Weak
D5844,	Sunny,	Hot,	Normal,	Weak
D5845,	Rain,	Hot,	High,	Weak
D5846,	Sunny,	Cool,	High,	Strong
D5847,	Overcast,	Hot,	High,	Strong
D5848,	Overcast,	Cool,	High,	Weak
D5849,	Overcast,	Cool,	High,	Strong
D5850,	Rain,	Mild,	Normal,	Weak
D5851,	Overcast,	Hot,	Normal,	Strong
D5852,	Rain,	Mild,	High,	Strong
D5853,	Rain,	Mild,	Normal,	Strong
D5854,	Sunny,	Mild,	High,	Weak
D5855,	Overcast,	Hot,	High,	Strong
D5856,	Overcast,	Mild,	High,	Strong
D5857,	Rain,	Mild,	Normal,	Strong
D5858,	Sunny,	Hot,	High,	Strong
D5859,	Sunny,	Mild,	High,	Strong
D5860,	Overcast,	Cool,	Normal,	Strong
D5861,	Rain,	Hot,	Normal,	Strong
D5862,	Overcast,	Hot,	High,	Weak
D5863,	Sunny,	Cool,	Normal,	Strong
D5864,	Sunny,	Hot,	Normal,	Weak
D5865,	Sunny,	Mild,	High,	Strong
D5866,	Overcast,	Mild,	Normal,	Strong
D5867,	Sunny,	Cool,	High,	Strong
D5868,	Rain,	Cool,	High,	Weak
D5869,	Overcast,	Cool,	Normal,	Weak
D5870,	Sunny,	Hot,	Normal,	Weak
D5871,	Sunny,	Mild,	High,	Strong
D5872,	Rain,	Cool,	High,	Strong
D5873,	Rain,	Hot,	High,	Strong
D5874,	Sunny,	Mild,	High,	Strong
D5875,	Sunny,	Hot,	High,	Strong
D5876,	Overcast,	Mild,	High,	Strong
D5877,	Rain,	Mild,	Normal,	Weak
D5878,	Sunny,	Cool,	High,	Weak
D5879,	Sunny,	Cool,	High,	Weak
D5880,	Overcast,	Mild,	Normal,	Strong
D5881,	Sunny,	Hot,	High,	Strong
D5882,	Overcast,	Cool,	Normal,	Strong
D5883,	Sunny,	Cool,	High,	Strong
D5884,	Sunny,	Cool,	Normal,	Weak
D5885,	Sunny,	Cool,	Normal,	Strong
D5886,	Overcast,	Hot,	Normal,	Weak
D5887,	Rain,	Mild,	Normal,	Strong
D5888,	Sunny,	Mild,	Normal,	Strong
D5889,	Sunny,	Hot,	Normal,	Strong
D5890,	Sunny,	Hot,	High,	Weak
D5891,	Sunny,	Hot,	Normal,	Strong
D5892,	Rain,	Cool,	Normal,	Strong
D5893,	Overcast,	Mild,	High,	Weak
D5894,	Rain,	Cool,	High,	Weak
D5895,	Rain,	Hot,	High,	Strong
D5896,	Sunny,	Mild,	Normal,	Weak
D5897,	Rain,	Mild,	Normal,	Weak
D5898,	Rain,	Mild,	Normal,	Weak
D5899,	Overcast,	Cool,	Normal,	Strong
D5900,	Rain,	Mild,	Normal,	Strong
D5901,	Sunny,	Hot,	High,	Weak
D5902,	Sunny,	Mild,	Normal,	Weak
D5903,	Overcast,	Mild,	High,	Weak
D5904,	Rain,	Mild,	High,	Weak
D5905,	Sunny,	Cool,	High,	Weak
D5906,	Rain,	Mild,	Normal,	Strong
D5907,	Sunny,	Cool,	Normal,	Weak
D5908,	Rain,	Mild,	Normal,	Weak
D5909,	Sunny,	Hot,	High,	Weak
D5910,	Rain,	Cool,	High,	Strong
D5911,	Rain,	Mild,	High,	Weak
D5912,	Rain,	Mild,	Normal,	Strong
D5913,	Overcast,	Mild,	Normal,	Strong
D5914,	Rain,	Hot,	High,	Strong
D5915,	Rain,	Hot,	Normal,	Weak
D5916,	Overcast,	Hot,	Normal,	Strong
D5917,	Overcast,	Mild,	Normal,	Strong
D5918,	Sunny,	Mild,	Normal,	Weak
D5919,	Rain,	Cool,	Normal,	Strong
D5920,	Rain,	Mild,	Normal,	Weak
D5921,	Rain,	Cool,	Normal,	Weak
D5922,	Sunny,	Cool,	Normal,	Strong
D5923,	Sunny,	Hot,	Normal,	Weak
D5924,	Sunny,	Hot,	Normal,	Weak
D5925,	Overcast,	Cool,	High,	Weak
D5926,	Rain,	Cool,	High,	Weak
D5927,	Overcast,	Hot,	Normal,	Strong
D5928,	Rain,	Cool,	Normal,	Strong
D5929,	Overcast,	Mild,	High,	Weak
D5930,	Sunny,	Hot,	Normal,	Weak
D5931,	Overcast,	Mild,	Normal,	Weak
D5932,	Sunny,	Mild,	High,	Weak
D5933,	Rain,	Cool,	Normal,	Strong
D5934,	Sunny,	Mild,	Normal,	Strong
D5935,	Sunny,	Cool,	High,	Strong
D5936,	Overcast,	Mild,	Normal,	Strong
D5937,	Rain,	Mild,	Normal,	Strong
D5938,	Overcast,	Hot,	Normal,	Strong
D5939,	Overcast,	Hot,	High,	Strong
D5940,	Overcast,	Hot,	High,	Strong
D5941,	Rain,	Cool,	High,	Strong
D5942,	Rain,	Hot,	Normal,	Weak
D5943,	Rain,	Hot,	High,	Strong
D5944,	Overcast,	Cool,	High,	Weak
D5945,	Rain,	Cool,	Normal,	Strong
D5946,	Overcast,	Hot,	High,	Weak
D5947,	Rain,	Hot,	Normal,	Strong
D5948,	Rain,	Hot,	Normal,	Strong
D5949,	Sunny,	Hot,	High,	Strong
D5950,	Rain,	Cool,	High,	Weak
D5951,	Overcast,	Cool,	High,	Weak
D5952,	Rain,	Hot,	Normal,	Strong
D5953,	Overcast,	Hot,	Normal,	Weak
D5954,	Rain,	Mild,	High,	Strong
D5955,	Rain,	Mild,	High,	Weak
D5956,	Rain,	Hot,	Normal,	Weak
D5957,	Overcast,	Hot,	Normal,	Weak
D5958,	Sunny,	Mild,	High,	Weak
D5959,	Rain,	Mild,	Normal,	Strong
D5960,	Overcast,	Cool,	High,	Strong
D5961,	Sunny,	Hot,	High,	Weak
D5962,	Overcast,	Mild,	Normal,	Strong
D5963,	Overcast,	Cool,	High,	Strong
D5964,	Overcast,	Cool,	High,	Strong
D5965,	Sunny,	Hot,	Normal,	Strong
D5966,	Overcast,	Cool,	High,	Weak
D5967,	Overcast,	Hot,	Normal,	Strong
D5968,	Sunny,	Hot,	Normal,	Weak
D5969,	Rain,	Cool,	Normal,	Strong
D5970,	Sunny,	Mild,	Normal,	Weak
D5971,	Sunny,	Cool,	Normal,	Strong
D5972,	Sunny,	Mild,	Normal,	Weak
D5973,	Overcast,	Hot,	High,	Weak
D5974,	Overcast,	Hot,	High,	Strong
D5975,	Rain,	Cool,	High,	Strong
D5976,	Sunny,	Hot,	Normal,	Strong
D5977,	Sunny,	Mild,	High,	Strong
D5978,	Overcast,	Mild,	High,	Strong
D5979,	Rain,	Mild,	High,	Weak
D5980,	Rain,	Cool,	High,	Weak
D5981,	Sunny,	Cool,	High,	Weak
D5982,	Overcast,	Hot,	High,	Weak
D5983,	Sunny,	Mild,	High,	Strong
D5984,	Sunny,	Hot,	High,	Weak
D5985,	Overcast,	Hot,	Normal,	Strong
D5986,	Overcast,	Mild,	Normal,	Strong
D5987,	Sunny,	Hot,	Normal,	Strong
D5988,	Overcast,	Mild,	High,	Weak
D5989,	Overcast,	Mild,	High,	Weak
D5990,	Overcast,	Cool,	High,	Weak
D5991,	Overcast,	Hot,	High,	Strong
D5992,	Rain,	Cool,	Normal,	Strong
D5993,	Rain,	Hot,	High,	Weak
D5994,	Rain,	Hot,	Normal,	Strong
D5995,	Overcast,	Cool,	High,	Weak
D5996,	Rain,	Cool,	Normal,	Weak
D5997,	Rain,	Cool,	High,	Weak
D5998,	Rain,	Mild,	Normal,	Weak
D5999,	Rain,	Mild,	Normal,	Weak
D6000,	Overcast,	Cool,	Normal,	Strong
D6001,	Rain,	Mild,	High,	Weak
D6002,	Sunny,	Cool,	Normal,	Strong
D6003,	Sunny,	Hot,	High,	Strong
D6004,	Rain,	Hot,	Normal,	Weak
D6005,	Rain,	Hot,	Normal,	Weak
D6006,	Overcast,	Hot,	Normal,	Strong
D6007,	Overcast,	Mild,	Normal,	Weak
D6008,	Overcast,	Hot,	High,	Strong
D6009,	Rain,	Mild,	Normal,	Weak
D6010,	Sunny,	Hot,	Normal,	Strong
D6011,	Overcast,	Hot,	Normal,	Strong
D6012,	Rain,	Cool,	Normal,	Strong
D6013,	Sunny,	Hot,	High,	Strong
D6014,	Sunny,	Hot,	High,	Weak
D6015,	Overcast,	Cool,	Normal,	Weak
D6016,	Overcast,	Cool,	Normal,	Strong
D6017,	Sunny,	Cool,	High,	Strong
D6018,	Overcast,	Cool,	High,	Strong
D6019,	Overcast,	Cool,	High,	Strong
D6020,	Sunny,	Cool,	High,	Weak
D6021,	Overcast,	Mild,	High,	Strong
D6022,	Sunny,	Mild,	High,	Strong
D6023,	Sunny,	Hot,	High,	Weak
D6024,	Sunny,	Cool,	High,	Strong
D6025,	Overcast,	Mild,	High,	Strong
D6026,	Rain,	Hot,	Normal,	Strong
D6027,	Overcast,	Cool,	Normal,	Strong
D6028,	Rain,	Mild,	Normal,	Strong
D6029,	Sunny,	Mild,	High,	Weak
D6030,	Sunny,	Cool,	High,	Weak
D6031,	Overcast,	Hot,	High,	Strong
D6032,	Overcast,	Mild,	High,	Strong
D6033,	Overcast,	Hot,	High,	Strong
D6034,	Sunny,	Cool,	Normal,	Weak
D6035,	Overcast,	Hot,	Normal,	Weak
D6036,	Overcast,	Cool,	High,	Strong
D6037,	Sunny,	Mild,	Normal,	Strong
D6038,	Sunny,	Mild,	High,	Weak
D6039,	Sunny,	Hot,	High,	Weak
D6040,	Rain,	Mild,	Normal,	Strong
D6041,	Rain,	Cool,	High,	Strong
D6042,	Sunny,	Cool,	High,	Weak
D6043,	Sunny,	Hot,	High,	Strong
D6044,	Overcast,	Hot,	Normal,	Weak
D6045,	Overcast,	Hot,	High,	Weak
D6046,	Sunny,	Mild,	Normal,	Weak
D6047,	Sunny,	Hot,	High,	Weak
D6048,	Rain,	Cool,	High,	Strong
D6049,	Sunny,	Mild,	High,	Strong
D6050,	Rain,	Hot,	Normal,	Strong
D6051,	Rain,	Cool,	High,	Strong
D6052,	Rain,	Hot,	High,	Strong
D6053,	Overcast,	Mild,	Normal,	Weak
D6054,	Rain,	Cool,	High,	Weak
D6055,	Overcast,	Hot,	Normal,	Weak
D6056,	Overcast,	Mild,	Normal,	Strong
D6057,	Overcast,	Mild,	Normal,	Strong
D6058,	Sunny,	Cool,	Normal,	Strong
D6059,	Sunny,	Cool,	Normal,	Strong
D6060,	Overcast,	Cool,	Normal,	Strong
D6061,	Rain,	Cool,	High,	Weak
D6062,	Sunny,	Hot,	High,	Weak
D6063,	Rain,	Hot,	High,	Strong
D6064,	Sunny,	Cool,	Normal,	Strong
D6065,	Overcast,	Hot,	High,	Strong
D6066,	Sunny,	Mild,	High,	Weak
D6067,	Overcast,	Hot,	High,	Weak
D6068,	Sunny,	Cool,	Normal,	Strong
D6069,	Overcast,	Hot,	High,	Weak
D6070,	Sunny,	Cool,	Normal,	Strong
D6071,	Rain,	Cool,	Normal,	Weak
D6072,	Sunny,	Hot,	Normal,	Strong
D6073,	Sunny,	Cool,	Normal,	Strong
D6074,	Sunny,	Mild,	Normal,	Strong
D6075,	Sunny,	Mild,	Normal,	Weak
D6076,	Overcast,	Mild,	High,	Strong
D6077,	Sunny,	Cool,	Normal,	Strong
D6078,	Rain,	Hot,	High,	Weak
D6079,	Sunny,	Cool,	Normal,	Weak
D6080,	Rain,	Cool,	Normal,	Weak
D6081,	Overcast,	Hot,	Normal,	Strong
D6082,	Sunny,	Mild,	Normal,	Weak
D6083,	Overcast,	Mild,	Normal,	Weak
D6084,	Sunny,	Hot,	Normal,	Weak
D6085,	Sunny,	Hot,	High,	Weak
D6086,	Overcast,	Cool,	Normal,	Weak
D6087,	Sunny,	Cool,	Normal,	Weak
D6088,	Sunny,	Hot,	High,	Weak
D6089,	Sunny,	Cool,	Normal,	Strong
D6090,	Sunny,	Mild,	Normal,	Strong
D6091,	Overcast,	Mild,	High,	Strong
D6092,	Sunny,	Hot,	High,	Weak
D6093,	Overcast,	Cool,	High,	Weak
D6094,	Overcast,	Cool,	High,	Weak
D6095,	Rain,	Mild,	High,	Weak
D6096,	Rain,	Mild,	High,	Strong
D6097,	Sunny,	Hot,	Normal,	Strong
D6098,	Sunny,	Hot,	Normal,	Strong
D6099,	Sunny,	Hot,	Normal,	Strong
D6100,	Rain,	Mild,	Normal,	Strong
D6101,	Rain,	Cool,	High,	Weak
D6102,	Rain,	Hot,	High,	Strong
D6103,	Overcast,	Hot,	High,	Strong
D6104,	Overcast,	Hot,	Normal,	Weak
D6105,	Rain,	Cool,	High,	Weak
D6106,	Rain,	Cool,	Normal,	Weak
D6107,	Overcast,	Hot,	Normal,	Strong
D6108,	Sunny,	Hot,	Normal,	Weak
D6109,	Sunny,	Mild,	High,	Weak
D6110,	Overcast,	Cool,	Normal,	Weak
D6111,	Overcast,	Hot,	Normal,	Weak
D6112,	Sunny,	Hot,	High,	Weak
D6113,	Rain,	Hot,	Normal,	Weak
D6114,	Sunny,	Hot,	High,	Weak
D6115,	Rain,	Cool,	High,	Strong
D6116,	Sunny,	Hot,	Normal,	Weak
D6117,	Sunny,	Cool,	High,	Strong
D6118,	Sunny,	Hot,	High,	Strong
D6119,	Rain,	Mild,	Normal,	Weak
D6120,	Overcast,	Cool,	High,	Strong
D6121,	Sunny,	Cool,	Normal,	Strong
D6122,	Sunny,	Hot,	Normal,	Strong
D6123,	Overcast,	Hot,	High,	Strong
D6124,	Sunny,	Cool,	High,	Strong
D6125,	Rain,	Hot,	Normal,	Weak
D6126,	Sunny,	Hot,	High,	Strong
D6127,	Rain,	Cool,	High,	Weak
D6128,	Rain,	Mild,	High,	Strong
D6129,	Overcast,	Cool,	Normal,	Strong
D6130,	Sunny,	Mild,	High,	Weak
D6131,	Rain,	Hot,	High,	Weak
D6132,	Sunny,	Hot,	Normal,	Weak
D6133,	Rain,	Cool,	High,	Strong
D6134,	Rain,	Mild,	High,	Weak
D6135,	Sunny,	Mild,	Normal,	Weak
D6136,	Rain,	Hot,	High,	Weak
D6137,	Rain,	Mild,	High,	Strong
D6138,	Overcast,	Hot,	Normal,	Strong
D6139,	Overcast,	Cool,	High,	Strong
D6140,	Rain,	Cool,	High,	Weak
D6141,	Overcast,	Hot,	High,	Weak
D6142,	Overcast,	Hot,	Normal,	Weak
D6143,	Sunny,	Mild,	High,	Strong
D6144,	Overcast,	Cool,	Normal,	Strong
D6145,	Sunny,	Hot,	High,	Strong
D6146,	Sunny,	Cool,	Normal,	Strong
D6147,	Sunny,	Hot,	High,	Weak
D6148,	Rain,	Mild,	Normal,	Strong
D6149,	Rain,	Mild,	Normal,	Weak
D6150,	Overcast,	Hot,	Normal,	Strong
D6151,	Sunny,	Mild,	Normal,	Strong
D6152,	Sunny,	Hot,	High,	Strong
D6153,	Sunny,	Cool,	Normal,	Weak
D6154,	Overcast,	Mild,	High,	Weak
D6155,	Sunny,	Hot,	Normal,	Strong
D6156,	Sunny,	Hot,	Normal,	Weak
D6157,	Overcast,	Hot,	Normal,	Weak
D6158,	Overcast,	Mild,	Normal,	Weak
D6159,	Overcast,	Mild,	Normal,	Strong
D6160,	Overcast,	Mild,	High,	Weak
D6161,	Rain,	Mild,	Normal,	Weak
D6162,	Rain,	Hot,	Normal,	Strong
D6163,	Overcast,	Hot,	Normal,	Weak
D6164,	Overcast,	Cool,	Normal,	Weak
D6165,	Overcast,	Cool,	Normal,	Strong
D6166,	Sunny,	Hot,	Normal,	Strong
D6167,	Rain,	Cool,	Normal,	Weak
D6168,	Rain,	Mild,	High,	Weak
D6169,	Rain,	Mild,	High,	Strong
D6170,	Overcast,	Hot,	Normal,	Weak
D6171,	Sunny,	Mild,	Normal,	Weak
D6172,	Overcast,	Cool,	High,	Strong
D6173,	Sunny,	Hot,	Normal,	Strong
D6174,	Rain,	Cool,	Normal,	Strong
D6175,	Rain,	Cool,	Normal,	Strong
D6176,	Rain,	Mild,	High,	Strong
D6177,	Rain,	Hot,	Normal,	Strong
D6178,	Rain,	Cool,	Normal,	Weak
D6179,	Sunny,	Mild,	High,	Strong
D6180,	Sunny,	Hot,	Normal,	Strong
D6181,	Sunny,	Mild,	Normal,	Strong
D6182,	Rain,	Cool,	Normal,	Weak
D6183,	Rain,	Cool,	High,	Weak
D6184,	Rain,	Mild,	Normal,	Weak
D6185,	Overcast,	Mild,	High,	Weak
D6186,	Sunny,	Cool,	High,	Weak
D6187,	Sunny,	Hot,	High,	Strong
D6188,	Sunny,	Cool,	Normal,	Strong
D6189,	Rain,	Hot,	High,	Strong
D6190,	Rain,	Hot,	Normal,	Weak
D6191,	Rain,	Mild,	High,	Strong
D6192,	Overcast,	Cool,	Normal,	Strong
D6193,	Overcast,	Mild,	Normal,	Weak
D6194,	Sunny,	Mild,	Normal,	Weak
D6195,	Overcast,	Mild,	High,	Weak
D6196,	Rain,	Hot,	Normal,	Strong
D6197,	Overcast,	Mild,	High,	Weak
D6198,	Overcast,	Mild,	Normal,	Strong
D6199,	Rain,	Hot,	Normal,	Strong
D6200,	Rain,	Mild,	Normal,	Strong
D6201,	Sunny,	Mild,	High,	Strong
D6202,	Rain,	Mild,	High,	Strong
D6203,	Rain,	Hot,	Normal,	Strong
D6204,	Sunny,	Cool,	Normal,	Strong
D6205,	Overcast,	Mild,	Normal,	Strong
D6206,	Sunny,	Cool,	High,	Strong
D6207,	Sunny,	Cool,	Normal,	Weak
D6208,	Sunny,	Hot,	Normal,	Strong
D6209,	Overcast,	Cool,	High,	Strong
D6210,	Rain,	Mild,	High,	Weak
D6211,	Sunny,	Hot,	High,	Strong
D6212,	Rain,	Hot,	High,	Weak
D6213,	Rain,	Hot,	High,	Weak
D6214,	Rain,	Cool,	Normal,	Weak
D6215,	Overcast,	Hot,	High,	Weak
D6216,	Sunny,	Hot,	Normal,	Strong
D6217,	Rain,	Mild,	High,	Weak
D6218,	Rain,	Cool,	High,	Strong
D6219,	Overcast,	Hot,	Normal,	Weak
D6220,	Rain,	Mild,	High,	Strong
D6221,	Rain,	Cool,	High,	Weak
D6222,	Overcast,	Cool,	High,	Strong
D6223,	Rain,	Cool,	Normal,	Weak
D6224,	Sunny,	Hot,	High,	Strong
D6225,	Sunny,	Mild,	Normal,	Weak
D6226,	Sunny,	Cool,	High,	Weak
D6227,	Sunny,	Mild,	Normal,	Weak
D6228,	Sunny,	Mild,	Normal,	Weak
D6229,	Overcast,	Mild,	High,	Strong
D6230,	Sunny,	Cool,	Normal,	Strong
D6231,	Overcast,	Hot,	High,	Strong
D6232,	Rain,	Cool,	Normal,	Strong
D6233,	Overcast,	Mild,	Normal,	Strong
D6234,	Rain,	Hot,	Normal,	Strong
D6235,	Overcast,	Mild,	Normal,	Weak
D6236,	Rain,	Mild,	High,	Strong
D6237,	Rain,	Cool,	Normal,	Strong
D6238,	Rain,	Mild,	Normal,	Weak
D6239,	Rain,	Cool,	High,	Strong
D6240,	Overcast,	Cool,	Normal,	Weak
D6241,	Rain,	Cool,	High,	Weak
D6242,	Overcast,	Mild,	Normal,	Weak
D6243,	Sunny,	Cool,	Normal,	Weak
D6244,	Sunny,	Hot,	Normal,	Strong
D6245,	Sunny,	Mild,	High,	Strong
D6246,	Overcast,	Mild,	Normal,	Weak
D6247,	Sunny,	Mild,	High,	Weak
D6248,	Sunny,	Mild,	High,	Strong
D6249,	Rain,	Hot,	High,	Strong
D6250,	Rain,	Cool,	Normal,	Strong
D6251,	Overcast,	Cool,	High,	Strong
D6252,	Rain,	Mild,	High,	Strong
D6253,	Rain,	Hot,	High,	Strong
D6254,	Overcast,	Hot,	Normal,	Weak
D6255,	Rain,	Cool,	Normal,	Strong
D6256,	Rain,	Hot,	High,	Weak
D6257,	Rain,	Cool,	High,	Weak
D6258,	Rain,	Mild,	High,	Strong
D6259,	Sunny,	Mild,	High,	Weak
D6260,	Sunny,	Hot,	Normal,	Strong
D6261,	Sunny,	Cool,	Normal,	Strong
D6262,	Overcast,	Mild,	Normal,	Strong
D6263,	Rain,	Hot,	Normal,	Weak
D6264,	Overcast,	Hot,	Normal,	Weak
D6265,	Overcast,	Hot,	High,	Strong
D6266,	Overcast,	Mild,	Normal,	Weak
D6267,	Rain,	Cool,	High,	Weak
D6268,	Overcast,	Hot,	High,	Weak
D6269,	Rain,	Mild,	Normal,	Strong
D6270,	Overcast,	Hot,	Normal,	Weak
D6271,	Rain,	Hot,	Normal,	Strong
D6272,	Sunny,	Hot,	High,	Strong
D6273,	Sunny,	Mild,	Normal,	Strong
D6274,	Rain,	Cool,	High,	Strong
D6275,	Rain,	Cool,	High,	Strong
D6276,	Overcast,	Mild,	Normal,	Strong
D6277,	Rain,	Mild,	Normal,	Strong
D6278,	Overcast,	Cool,	Normal,	Weak
D6279,	Sunny,	Hot,	Normal,	Weak
D6280,	Overcast,	Cool,	Normal,	Strong
D6281,	Overcast,	Hot,	High,	Strong
D6282,	Overcast,	Cool,	High,	Strong
D6283,	Sunny,	Mild,	High,	Strong
D6284,	Sunny,	Mild,	Normal,	Strong
D6285,	Rain,	Hot,	High,	Strong
D6286,	Overcast,	Mild,	Normal,	Strong
D6287,	Sunny,	Mild,	Normal,	Weak
D6288,	Rain,	Cool,	High,	Weak
D6289,	Sunny,	Mild,	High,	Strong
D6290,	Overcast,	Hot,	Normal,	Strong
D6291,	Overcast,	Hot,	High,	Strong
D6292,	Sunny,	Hot,	Normal,	Weak
D6293,	Sunny,	Cool,	Normal,	Strong
D6294,	Sunny,	Hot,	High,	Weak
D6295,	Rain,	Cool,	High,	Weak
D6296,	Rain,	Hot,	Normal,	Strong
D6297,	Sunny,	Mild,	Normal,	Strong
D6298,	Rain,	Mild,	High,	Weak
D6299,	Rain,	Cool,	Normal,	Weak
D6300,	Sunny,	Mild,	Normal,	Strong
D6301,	Rain,	Mild,	Normal,	Weak
D6302,	Rain,	Cool,	High,	Weak
D6303,	Sunny,	Cool,	High,	Strong
D6304,	Sunny,	Cool,	Normal,	Strong
D6305,	Rain,	Mild,	High,	Strong
D6306,	Sunny,	Mild,	High,	Weak
D6307,	Sunny,	Cool,	Normal,	Weak
D6308,	Overcast,	Mild,	Normal,	Weak
D6309,	Rain,	Mild,	High,	Strong
D6310,	Overcast,	Hot,	Normal,	Strong
D6311,	Rain,	Mild,	Normal,	Strong
D6312,	Rain,	Mild,	High,	Strong
D6313,	Overcast,	Hot,	Normal,	Strong
